key,text,tag,file,type,protected_text,translated
AM.AMSettings.Settings.AllowInvisiblePawns.Desc,"When in an animation, such as an execution, pawns are considered invisible by all other pawns and turrets: they will not be actively targeted or shot at. This makes executions less risky.
Note that pawns in animations can still take damage, such as from stray gunfire or explosions.",AM.AMSettings.Settings.AllowInvisiblePawns.Desc,Keys.xml,keyed,"When in an animation, such as an execution, pawns are considered invisible by all other pawns and turrets: they will not be actively targeted or shot at. This makes executions less risky.(PH_1)Note that pawns in animations can still take damage, such as from stray gunfire or explosions.","在动画中（例如处决）时，pawn 被所有其他 pawn 和炮塔视为 一个透明人参与了性行为。：它们不会被主动瞄准或射击。这使得处决的风险较小。
请注意，动画中的 pawn 仍然会受到伤害，例如来自流弹或爆炸的伤害。"
AM.AMSettings.Settings.GlobalAnimationSpeed,Global Animation Speed,AM.AMSettings.Settings.GlobalAnimationSpeed,Keys.xml,keyed,Global Animation Speed,全球动画速度
AM.AMSettings.Settings.GlobalAnimationSpeed.Desc,"A modifier on the speed of all animations.
Higher is faster.",AM.AMSettings.Settings.GlobalAnimationSpeed.Desc,Keys.xml,keyed,A modifier on the speed of all animations.(PH_1)Higher is faster.,"所有动画速度的调节器。
越高速度越快。"
AM.AMSettings.Settings.animSettings,Individual Animation Settings,AM.AMSettings.Settings.animSettings,Keys.xml,keyed,Individual Animation Settings,单独的动画设置
AM.AMSettings.Settings.Header.Lasso,Lasso,AM.AMSettings.Settings.Header.Lasso,Keys.xml,keyed,Lasso,套索
AM.AMSettings.Settings.AutoGrapple,Auto Lasso,AM.AMSettings.Settings.AutoGrapple,Keys.xml,keyed,Auto Lasso,汽车套索
AM.AMSettings.Settings.AutoGrapple.Desc,"If true, your colonists will automatically use their lassos against enemies.

This only changes the <b>default</b> setting. It can also be configured on a per-pawn basis.",AM.AMSettings.Settings.AutoGrapple.Desc,Keys.xml,keyed,"If true, your colonists will automatically use their lassos against enemies.(PH_5)(PH_4)This only changes the (PH_3)default(PH_2) setting. It can also be configured on a per-(PH_1) basis.","如果为 true，您的殖民者将自动使用套索对抗敌人。

这只会更改 <b>默认</b> 设置。它还可以按每个 pawn 进行配置。"
AM.AMSettings.Settings.GrappleAttemptMTBSeconds,Automatic Lasso Average Interval (Friendly),AM.AMSettings.Settings.GrappleAttemptMTBSeconds,Keys.xml,keyed,Automatic Lasso Average Interval (Friendly),自动套索 平均 间隔（友好）
AM.AMSettings.Settings.GrappleAttemptMTBSeconds.Desc,"This is the average time, in seconds, at which friendly pawns will attempt to use their lasso to pull an enemy into melee range.
If their execution is off cooldown and Auto Execute is enabled, they will immediately execute the lassoed target too.",AM.AMSettings.Settings.GrappleAttemptMTBSeconds.Desc,Keys.xml,keyed,"This is the average time, in seconds, at which friendly pawns will attempt to use their lasso to pull an enemy into melee range.(PH_1)If their execution is off cooldown and Auto Execute is enabled, they will immediately execute the lassoed target too.","这是友方 pawn 尝试使用 套索 将敌人拉入近战范围的平均时间（以秒为单位）。
如果他们的执行已结束冷却并且启用了自动执行，他们也会立即执行套索的目标。"
AM.AMSettings.Settings.LassoSpawnChance,Lasso Commonality,AM.AMSettings.Settings.LassoSpawnChance,Keys.xml,keyed,Lasso Commonality,套索共性
AM.AMSettings.Settings.LassoSpawnChance.Desc,"This is the % chance for any <b>melee fighter</b> pawn to spawn with a lasso equipped.
Set this to 0% to disable natural lasso generation on pawns.",AM.AMSettings.Settings.LassoSpawnChance.Desc,Keys.xml,keyed,This is the % chance for any (PH_4)melee fighter(PH_3) (PH_2) to spawn with a lasso equipped.(PH_1)Set this to 0% to disable natural lasso generation on pawns.,"这是任何 <b> 近战战士 </b> pawn 生成时装备有 套索 的几率百分比。
将此设置为 0% 以禁用 pawn 上的自然 套索 生成。"
AM.AMSettings.Settings.EnemiesCanGrapple,Enemies Can Lasso,AM.AMSettings.Settings.EnemiesCanGrapple,Keys.xml,keyed,Enemies Can Lasso,敌人可以套索
AM.AMSettings.Settings.EnemiesCanGrapple.Desc,Can enemies use lassos (if they have any) to pull your colonists into melee range?,AM.AMSettings.Settings.EnemiesCanGrapple.Desc,Keys.xml,keyed,Can enemies use lassos (if they have any) to pull your colonists into melee range?,敌人可以使用套索（如果有的话）将你的殖民者拉入近战范围吗？
AM.AMSettings.Settings.GrappleAttemptMTBSecondsEnemy,Automatic Lasso Average Interval (Enemy),AM.AMSettings.Settings.GrappleAttemptMTBSecondsEnemy,Keys.xml,keyed,Automatic Lasso Average Interval (Enemy),自动套索 平均 间隔（敌人）
AM.AMSettings.Settings.GrappleAttemptMTBSecondsEnemy.Desc,"This is the average time, in seconds, at which enemy pawns will attempt to use their lasso to pull a target into melee range.
If their execution is off cooldown and 'Enemies Can Perform Executions' is enabled, they will immediately execute the lassoed target too.",AM.AMSettings.Settings.GrappleAttemptMTBSecondsEnemy.Desc,Keys.xml,keyed,"This is the average time, in seconds, at which enemy pawns will attempt to use their lasso to pull a target into melee range.(PH_1)If their execution is off cooldown and 'Enemies Can Perform Executions' is enabled, they will immediately execute the lassoed target too.","这是敌人 pawn 尝试使用 套索 将目标拉入近战范围的平均时间（以秒为单位）。
如果他们的处决已结束冷却并且启用了“敌人可以执行处决”，他们也会立即处决被套索的目标。"
AM.AMSettings.Settings.MinMeleeSkillToLasso,Minimum Melee Skill,AM.AMSettings.Settings.MinMeleeSkillToLasso,Keys.xml,keyed,Minimum Melee Skill,最低近战技能
AM.AMSettings.Settings.MinMeleeSkillToLasso.Desc,"The minumum melee skill required to use a lasso.
Affects all pawns.",AM.AMSettings.Settings.MinMeleeSkillToLasso.Desc,Keys.xml,keyed,The minumum melee skill required to use a lasso.(PH_1)Affects all pawns.,"使用套索所需的最低近战技能。
影响所有pawn。"
AM.AMSettings.Settings.MinManipulationToLasso,Minimum Manipulation,AM.AMSettings.Settings.MinManipulationToLasso,Keys.xml,keyed,Minimum Manipulation,最少的操纵
AM.AMSettings.Settings.MinManipulationToLasso.Desc,"The minimum Manipulation stat required to use a lasso.
Affects all pawns.",AM.AMSettings.Settings.MinManipulationToLasso.Desc,Keys.xml,keyed,The minimum Manipulation stat required to use a lasso.(PH_1)Affects all pawns.,"使用 套索 所需的最低操纵统计数据。
影响所有 pawn。"
AM.AMSettings.Settings.MaxLassoMass,Max Pawn Mass,AM.AMSettings.Settings.MaxLassoMass,Keys.xml,keyed,Max Pawn Mass,最大棋子质量
AM.AMSettings.Settings.MaxLassoMass.Desc,"The maximum mass that a pawn can have in order for it to be lassoed. The mass is measured in kilograms. You can check the mass of pawns in their Stat sheet.
Set to zero to disable the mass limit.",AM.AMSettings.Settings.MaxLassoMass.Desc,Keys.xml,keyed,The maximum mass that a (PH_2) can have in order for it to be lassoed. The mass is measured in kilograms. You can check the mass of pawns in their Stat sheet.(PH_1)Set to zero to disable the mass limit.,"pawn 被套索时可以拥有的最大质量。质量以千克为单位测量。您可以在统计表中检查 pawn 的质量。
设置为零以禁用质量限制。"
AM.AMSettings.Settings.MaxLassoBodySize,Max Pawn Size,AM.AMSettings.Settings.MaxLassoBodySize,Keys.xml,keyed,Max Pawn Size,最大棋子尺寸
AM.AMSettings.Settings.MaxLassoBodySize.Desc,"The maximum 'body size' that a pawn can have in order for it to be lassoed.
For reference, here are some example body sizes:
• Chicken: 0.3
• Human: 1
• Boomalope: 2
• Warg: 3
• Thrumbo: 4


Set to zero to disable the body size limit.",AM.AMSettings.Settings.MaxLassoBodySize.Desc,Keys.xml,keyed,"The maximum 'body size' that a (PH_10) can have in order for it to be lassoed.(PH_9)For reference, here are some example body sizes:(PH_8)• Chicken: 0.3(PH_7)• Human: 1(PH_6)• Boomalope: 2(PH_5)• Warg: 3(PH_4)• Thrumbo: 4(PH_3)(PH_2)(PH_1)Set to zero to disable the body size limit.","pawn 可以被套索的最大“体型”。
作为参考，以下是一些体型大小示例：
• 鸡：0.3
• 人类：1
• 牛羚：2
• 狼： 3
• Thrumbo：4


设置为零以禁用主体尺寸限制。"
AM.AMSettings.Settings.GrappleSpeed,Lasso Travel Speed,AM.AMSettings.Settings.GrappleSpeed,Keys.xml,keyed,Lasso Travel Speed,套索行进速度
AM.AMSettings.Settings.GrappleSpeed.Desc,"Adjusts the speed <b>(not cooldown)</b> of lassos, making it faster or slower to ensnare and pull in an enemy.
Higher values make the lasso faster.
Affects all pawns.",AM.AMSettings.Settings.GrappleSpeed.Desc,Keys.xml,keyed,"Adjusts the speed (PH_4)(not cooldown)(PH_3) of lassos, making it faster or slower to ensnare and pull in an enemy.(PH_2)Higher values make the lasso faster.(PH_1)Affects all pawns.","调整套索的速度<b>（无冷却时间）</b>，使其更快或更慢地诱捕和拉动敌人。
较高的值使套索更快。
影响所有pawn。"
AM.AMSettings.Settings.MaxFillPctForLasso,Max Building Fill For Lasso Drag,AM.AMSettings.Settings.MaxFillPctForLasso,Keys.xml,keyed,Max Building Fill For Lasso Drag,套索拖动的最大建筑填充
AM.AMSettings.Settings.MaxFillPctForLasso.Desc,"The maximum 'fill' percentage of a building that a pawn can be dragged through by a lasso.
Lower values mean that pawns can <b>not</b> be dragged through/over partial cover such as sand bags or embrasures. A value of 100% means that the lasso can pull pawns though/over anything except completely solid walls and buildings.",AM.AMSettings.Settings.MaxFillPctForLasso.Desc,Keys.xml,keyed,The maximum 'fill' percentage of a building that a (PH_4) can be dragged through by a lasso.(PH_3)Lower values mean that pawns can (PH_2)not(PH_1) be dragged through/over partial cover such as sand bags or embrasures. A value of 100% means that the lasso can pull pawns though/over anything except completely solid walls and buildings.,"pawn 可以通过 套索 拖动通过的建筑物的最大“填充”百分比。
较低的值意味着 pawn 可以 <b> 不能</b> 拖动通过/越过部分覆盖物，例如沙袋或射孔。值为 100% 意味着 套索 可以将 pawn 拉过/越过除完全坚固的墙壁和建筑物之外的任何物体。"
AM.AMSettings.Settings.Header.Executions___Duels,Executions & Duels,AM.AMSettings.Settings.Header.Executions___Duels,Keys.xml,keyed,Executions & Duels,处决与决斗
AM.AMSettings.Settings.EnableExecutions,Enable Executions,AM.AMSettings.Settings.EnableExecutions,Keys.xml,keyed,Enable Executions,启用执行
AM.AMSettings.Settings.EnableExecutions.Desc,"Entirely enables or disables the execution system. Disabling this means that no pawns will ever be able to do executions, and the option is removed from the UI.",AM.AMSettings.Settings.EnableExecutions.Desc,Keys.xml,keyed,"Entirely enables or disables the execution system. Disabling this means that no pawns will ever be able to do executions, and the option is removed from the UI.",完全启用或禁用执行系统。禁用此功能意味着没有 pawn 能够执行执行，并且该选项将从 UI 中删除。
AM.AMSettings.Settings.AutoExecute,Auto Execute,AM.AMSettings.Settings.AutoExecute,Keys.xml,keyed,Auto Execute,自动执行
AM.AMSettings.Settings.AutoExecute.Desc,"If true, your pawns will automatically execute enemy pawns in combat, without your input.
This may include opportunistically using their grappling hooks if the Auto Grapple setting is enabled.

This only changes the <b>default</b> setting. It can also be configured on a per-pawn basis.",AM.AMSettings.Settings.AutoExecute.Desc,Keys.xml,keyed,"If true, your pawns will automatically execute enemy pawns in combat, without your input.(PH_6)This may include opportunistically using their grappling hooks if the Auto Grapple setting is enabled.(PH_5)(PH_4)This only changes the (PH_3)default(PH_2) setting. It can also be configured on a per-(PH_1) basis.","如果为 true，您的 pawn 将在战斗中自动处决敌方 pawn，无需您的输入。
如果启用了“自动抓斗”设置，这可能包括机会性地使用其抓钩。

这只会更改 <b>默认</b>设置。它还可以按每个 pawn 进行配置。"
AM.AMSettings.Settings.EnemiesCanExecute,Enemies Can Perform Executions,AM.AMSettings.Settings.EnemiesCanExecute,Keys.xml,keyed,Enemies Can Perform Executions,敌人可以执行处决
AM.AMSettings.Settings.EnemiesCanExecute.Desc,Can enemies perform execution animations?,AM.AMSettings.Settings.EnemiesCanExecute.Desc,Keys.xml,keyed,Can enemies perform execution animations?,敌人可以执行处决动画吗？
AM.AMSettings.Settings.ExecuteAttemptMTBSeconds,Automatic Execution Average Interval (Friendly),AM.AMSettings.Settings.ExecuteAttemptMTBSeconds,Keys.xml,keyed,Automatic Execution Average Interval (Friendly),自动执行平均间隔（友好）
AM.AMSettings.Settings.ExecuteAttemptMTBSeconds.Desc,"This is the average time, in seconds, at which friendly pawns will attempt to start an execution animation on the enemy they are currently fighting.
For example, if this is set to 5 and your pawn is fighting in melee, an execution animation will be triggered on average after 5 seconds.
This does not affect execution cooldown, which is a pawn-specific stat.

Lower values can greatly impact performance on populated maps.",AM.AMSettings.Settings.ExecuteAttemptMTBSeconds.Desc,Keys.xml,keyed,"This is the average time, in seconds, at which friendly pawns will attempt to start an execution animation on the enemy they are currently fighting.(PH_6)For example, if this is set to 5 and your (PH_5) is fighting in melee, an execution animation will be triggered on average after 5 seconds.(PH_4)This does not affect execution cooldown, which is a (PH_3)-specific stat.(PH_2)(PH_1)Lower values can greatly impact performance on populated maps.","这是友方 pawn 尝试对当前 战斗中的 的敌人启动处决动画的平均时间（以秒为单位）。
例如，如果将其设置为 5 并且你的 pawn 在近战中为 战斗中的，则平均会在 5 秒后触发处决动画。
这不会影响处决冷却时间，是 pawn 特定的统计数据。

较低的值会极大地影响已填充地图的性能。"
AM.AMSettings.Settings.ExecuteAttemptMTBSecondsEnemy,Automatic Execution Average Interval (Enemy),AM.AMSettings.Settings.ExecuteAttemptMTBSecondsEnemy,Keys.xml,keyed,Automatic Execution Average Interval (Enemy),自动执行平均间隔（敌人）
AM.AMSettings.Settings.ExecuteAttemptMTBSecondsEnemy.Desc,"This is the average time, in seconds, at which enemy pawns will attempt to start an execution animation on the target they are currently fighting.
For example, if this is set to 5 and an enemy is fighting in melee, an execution animation will be triggered on average after 5 seconds.
This does not affect execution cooldown, which is a pawn-specific stat.

Lower values can greatly impact performance on populated maps.",AM.AMSettings.Settings.ExecuteAttemptMTBSecondsEnemy.Desc,Keys.xml,keyed,"This is the average time, in seconds, at which enemy pawns will attempt to start an execution animation on the target they are currently fighting.(PH_5)For example, if this is set to 5 and an enemy is fighting in melee, an execution animation will be triggered on average after 5 seconds.(PH_4)This does not affect execution cooldown, which is a (PH_3)-specific stat.(PH_2)(PH_1)Lower values can greatly impact performance on populated maps.","这是敌人 Pawn 尝试在当前目标上启动执行动画的平均时间（以秒为单位）。
例如，如果将其设置为 5 并且敌人处于近战中 战斗中的，则平均在 5 秒后触发执行动画。
这不会影响执行冷却时间，即pawn特定统计数据。

较低的值会极大地影响已填充地图的性能。"
AM.AMSettings.Settings.AnimalsCanBeExecuted,Animals Can Be Executed,AM.AMSettings.Settings.AnimalsCanBeExecuted,Keys.xml,keyed,Animals Can Be Executed,动物可以被处决
AM.AMSettings.Settings.AnimalsCanBeExecuted.Desc,"Allows animals to be executed.
You are a bad person if you enable this.",AM.AMSettings.Settings.AnimalsCanBeExecuted.Desc,Keys.xml,keyed,Allows animals to be executed.(PH_1)You are a bad person if you enable this.,"允许处决动物。
如果您启用此功能，您就是一个坏人。"
AM.AMSettings.Settings.ExecutionLethalityModifier,Execution Lethality Modifier,AM.AMSettings.Settings.ExecutionLethalityModifier,Keys.xml,keyed,Execution Lethality Modifier,执行致命修改器
AM.AMSettings.Settings.ExecutionLethalityModifier.Desc,A general modifier on the lethality of execution animations. Higher values make executions more lethal. Affects all pawns.,AM.AMSettings.Settings.ExecutionLethalityModifier.Desc,Keys.xml,keyed,A general modifier on the lethality of execution animations. Higher values make executions more lethal. Affects all pawns.,对执行动画杀伤力的一般修改。值越高，处决就越致命。影响所有棋子。
AM.AMSettings.Settings.ExecutionsOnFriendliesAreNotLethal,Executions Are Non Lethal On Friendlies,AM.AMSettings.Settings.ExecutionsOnFriendliesAreNotLethal,Keys.xml,keyed,Executions Are Non Lethal On Friendlies,友谊赛中处决不是致命的
AM.AMSettings.Settings.ExecutionsOnFriendliesAreNotLethal.Desc,"If enabled, execution animations on friendly pawns are always non-lethal regardless of other settings.
Prisoners and slaves are considered friendly.

Useful when trying to stop a mental break or prisoner uprising without causing a bloodbath.",AM.AMSettings.Settings.ExecutionsOnFriendliesAreNotLethal.Desc,Keys.xml,keyed,"If enabled, execution animations on friendly pawns are always non-lethal regardless of other settings.(PH_3)Prisoners and slaves are considered friendly.(PH_2)(PH_1)Useful when trying to stop a mental break or prisoner uprising without causing a bloodbath.","如果启用，无论其他设置如何，友方棋子上的处决动画始终是非致命的。
囚犯和奴隶被视为友好。

在尝试停止精神崩溃或囚犯起义而不引起血战时很有用。"
AM.AMSettings.Settings.ExecutionArmorCoefficient,Execution Armor Strength,AM.AMSettings.Settings.ExecutionArmorCoefficient,Keys.xml,keyed,Execution Armor Strength,处决装甲强度
AM.AMSettings.Settings.ExecutionArmorCoefficient.Desc,"A multiplier on the effectiveness of armor when calculating execution animation outcome.
Lower values decrease the effect of armor on the outcome, higher values increase the strength of armor.
Set to 0% to make armor be ignored.",AM.AMSettings.Settings.ExecutionArmorCoefficient.Desc,Keys.xml,keyed,"A multiplier on the effectiveness of armor when calculating execution animation outcome.(PH_2)Lower values decrease the effect of armor on the outcome, higher values increase the strength of armor.(PH_1)Set to 0% to make armor be ignored.","计算执行动画结果时护甲效果的乘数。
较低的值会降低护甲对结果的影响，较高的值会增加护甲的强度。
设置为 0% 会使护甲被忽略。"
AM.AMSettings.Settings.ExecutionsCanDestroyBodyParts,Executions Can Destroy Body Parts,AM.AMSettings.Settings.ExecutionsCanDestroyBodyParts,Keys.xml,keyed,Executions Can Destroy Body Parts,处决会毁坏身体部位
AM.AMSettings.Settings.ExecutionsCanDestroyBodyParts.Desc,"If true, executions can destroy specific vital body parts, such as the heart or head.
If false, the pawn is simply killed by 'magic' (no specific part takes damage)
Note: if disabled, combat log generation does not work properly for the execution, and will give a default message: ""<i>name was killed.</i>""",AM.AMSettings.Settings.ExecutionsCanDestroyBodyParts.Desc,Keys.xml,keyed,"If true, executions can destroy specific vital body parts, such as the heart or head.(PH_5)If false, the (PH_4) is simply killed by 'magic' (no specific part takes damage)(PH_3)Note: if disabled, combat log generation does not work properly for the execution, and will give a default message: ""(PH_2)name was killed.(PH_1)""","如果为 true，处决可以摧毁特定的重要身体部位，例如心脏或头部。
如果为 false，则 pawn 会被“魔法”简单杀死（没有特定部位受到伤害）
注意：如果禁用，战斗日志生成将无法正常执行处决，并且会给出默认消息：“<i>name was dead.</i>”"
AM.AMSettings.Settings.MeleeSkillExecCooldownFactor,Amount Skill Affects Execution Cooldown,AM.AMSettings.Settings.MeleeSkillExecCooldownFactor,Keys.xml,keyed,Amount Skill Affects Execution Cooldown,技能数量影响执行冷却时间
AM.AMSettings.Settings.MeleeSkillExecCooldownFactor.Desc,"The amount that melee skill affects execution cooldown time.
Higher melee skill means lower cooldown, changing this value increases or decreases the effect of melee skill.
Set to 0% to disable melee skill as a factor.

Note: only affects friendly pawns.",AM.AMSettings.Settings.MeleeSkillExecCooldownFactor.Desc,Keys.xml,keyed,"The amount that melee skill affects execution cooldown time.(PH_4)Higher melee skill means lower cooldown, changing this value increases or decreases the effect of melee skill.(PH_3)Set to 0% to disable melee skill as a factor.(PH_2)(PH_1)Note: only affects friendly pawns.","近战技能影响执行冷却时间的量。
近战技能越高意味着冷却时间越短，更改此值会增加或减少近战技能的效果。
设置为 0% 将禁用近战技能作为一个因素。

注意：仅影响友方棋子。"
AM.AMSettings.Settings.FriendlyExecCooldownFactor,Execution Cooldown Factor (Friendly),AM.AMSettings.Settings.FriendlyExecCooldownFactor,Keys.xml,keyed,Execution Cooldown Factor (Friendly),执行冷却因子（友好）
AM.AMSettings.Settings.FriendlyExecCooldownFactor.Desc,This adjust the execution cooldown time for friendly pawns. Lower values decrease the cooldown. You can see the final cooldown time in the pawn's stats.,AM.AMSettings.Settings.FriendlyExecCooldownFactor.Desc,Keys.xml,keyed,This adjust the execution cooldown time for friendly pawns. Lower values decrease the cooldown. You can see the final cooldown time in the (PH_1)'s stats.,这调整了友方棋子的执行冷却时间。较低的值会减少冷却时间。您可以在 pawn 的统计数据中查看最终冷却时间。
AM.AMSettings.Settings.EnemyExecCooldownFactor,Execution Cooldown Factor (Enemy),AM.AMSettings.Settings.EnemyExecCooldownFactor,Keys.xml,keyed,Execution Cooldown Factor (Enemy),执行冷却因子（敌人）
AM.AMSettings.Settings.EnemyExecCooldownFactor.Desc,This adjust the execution cooldown time for hostile pawns. Lower values decrease the cooldown. You can see the final cooldown time in the pawn's stats.,AM.AMSettings.Settings.EnemyExecCooldownFactor.Desc,Keys.xml,keyed,This adjust the execution cooldown time for hostile pawns. Lower values decrease the cooldown. You can see the final cooldown time in the (PH_1)'s stats.,这调整了敌对棋子的执行冷却时间。较低的值会减少冷却时间。您可以在 pawn 的统计数据中查看最终冷却时间。
AM.AMSettings.Settings.MinDuelDuration,Min Duel Duration,AM.AMSettings.Settings.MinDuelDuration,Keys.xml,keyed,Min Duel Duration,最短决斗持续时间
AM.AMSettings.Settings.MinDuelDuration.Desc,"The minimum number of attacks in a duel. Just affects the duration of the animation, has no impact on the outcome of the duel.",AM.AMSettings.Settings.MinDuelDuration.Desc,Keys.xml,keyed,"The minimum number of attacks in a duel. Just affects the duration of the animation, has no impact on the outcome of the duel.",决斗中的最少攻击次数。只影响动画的持续时间，对决斗的结果没有影响。
AM.AMSettings.Settings.MaxDuelDuration,Max Duel Duration,AM.AMSettings.Settings.MaxDuelDuration,Keys.xml,keyed,Max Duel Duration,最大决斗持续时间
AM.AMSettings.Settings.MaxDuelDuration.Desc,"The maximum number of attacks in a duel. Just affects the duration of the animation, has no impact on the outcome of the duel.",AM.AMSettings.Settings.MaxDuelDuration.Desc,Keys.xml,keyed,"The maximum number of attacks in a duel. Just affects the duration of the animation, has no impact on the outcome of the duel.",决斗中的最大攻击次数。只影响动画的持续时间，对决斗的结果没有影响。
AM.AMSettings.Settings.FriendlyDuelCooldown,Friendly Duel Cooldown,AM.AMSettings.Settings.FriendlyDuelCooldown,Keys.xml,keyed,Friendly Duel Cooldown,友好决斗冷却时间
AM.AMSettings.Settings.FriendlyDuelCooldown.Desc,"The cooldown time, in seconds, after a friendly duel where a friendly duel cannot be started again.",AM.AMSettings.Settings.FriendlyDuelCooldown.Desc,Keys.xml,keyed,"The cooldown time, in seconds, after a friendly duel where a friendly duel cannot be started again.",友好决斗后的冷却时间（以秒为单位），并且无法再次开始友好决斗。
AM.AMSettings.Settings.Header.Visuals,Visuals,AM.AMSettings.Settings.Header.Visuals,Keys.xml,keyed,Visuals,视觉效果
AM.AMSettings.Settings.ShowHands,Show Hands,AM.AMSettings.Settings.ShowHands,Keys.xml,keyed,Show Hands,举手示意
AM.AMSettings.Settings.ShowHands.Desc,Should pawn hands be displayed holding melee weapons?,AM.AMSettings.Settings.ShowHands.Desc,Keys.xml,keyed,Should (PH_1) hands be displayed holding melee weapons?,是否应该显示 pawn 双手持有近战武器？
AM.AMSettings.Settings.Gore_DamageEffect,Damage Effect,AM.AMSettings.Settings.Gore_DamageEffect,Keys.xml,keyed,Damage Effect,伤害效果
AM.AMSettings.Settings.Gore_DamageEffect.Desc,"Enable or disable the damage affect in animations.
The damage effect is normally a small, temporary puff of blood.",AM.AMSettings.Settings.Gore_DamageEffect.Desc,Keys.xml,keyed,"Enable or disable the damage affect in animations.(PH_1)The damage effect is normally a small, temporary puff of blood.","启用或禁用动画中的伤害效果。
伤害效果通常是一小股暂时的血液。"
AM.AMSettings.Settings.Gore_FloorBlood,Blood (filth),AM.AMSettings.Settings.Gore_FloorBlood,Keys.xml,keyed,Blood (filth),血（污秽）
AM.AMSettings.Settings.Gore_FloorBlood.Desc,"Enable or disable the spawning of blood in animations.
The blood is filth that must be cleaned up. Includes modded blood and mechanoid blood (oil).",AM.AMSettings.Settings.Gore_FloorBlood.Desc,Keys.xml,keyed,Enable or disable the spawning of blood in animations.(PH_1)The blood is filth that must be cleaned up. Includes modded blood and mechanoid blood (oil).,"启用或禁用动画中 血液 的生成。
血液 是必须清理的污物。包括改装的 血液 和机械人 血液（油）。"
AM.AMSettings.Settings.CorpseOffsetMode,Corpse Offset Mode,AM.AMSettings.Settings.CorpseOffsetMode,Keys.xml,keyed,Corpse Offset Mode,尸体偏移模式
AM.AMSettings.Settings.CorpseOffsetMode.Desc,"In order for the animation to transition seamlessly to regular gameplay, execution animations leave the corpse of the victim in non-vanilla positions and rotations.
This offset can be confusing however, because the corpse no longer occupies the center of the tile.
<b>Note:</b> The offset corpses are reset after a save-reload.",AM.AMSettings.Settings.CorpseOffsetMode.Desc,Keys.xml,keyed,"In order for the animation to transition seamlessly to regular gameplay, execution animations leave the corpse of the victim in non-vanilla positions and rotations.(PH_4)This offset can be confusing however, because the corpse no longer occupies the center of the tile.(PH_3)(PH_2)Note:(PH_1) The offset corpses are reset after a save-reload.","为了使动画无缝过渡到常规游戏玩法，执行动画将受害者的尸体留在非原版位置和旋转。
但是，此偏移量可能会令人困惑，因为尸体不再占据图块的中心。
<b>注意：</b>偏移尸体在保存重新加载后会重置。"
AM.AMSettings.Settings.MoveAnimSpeedCoef,Move Animation Speed,AM.AMSettings.Settings.MoveAnimSpeedCoef,Keys.xml,keyed,Move Animation Speed,移动动画速度
AM.AMSettings.Settings.MoveAnimSpeedCoef.Desc,"Changes the speed of the movement animations.
Higher values increase the speed. This is just a visual change, it obviously doesn't change the pawn's movement speed.",AM.AMSettings.Settings.MoveAnimSpeedCoef.Desc,Keys.xml,keyed,"Changes the speed of the movement animations.(PH_2)Higher values increase the speed. This is just a visual change, it obviously doesn't change the (PH_1)'s movement speed.","更改移动动画的速度。
值越高，速度越高。这只是视觉上的变化，显然不会改变pawn的移动速度。"
AM.AMSettings.Settings.SpeedUpAttackAnims,Increase Animation Speed When Attacks Are Fast,AM.AMSettings.Settings.SpeedUpAttackAnims,Keys.xml,keyed,Increase Animation Speed When Attacks Are Fast,当攻击快速时提高动画速度
AM.AMSettings.Settings.SpeedUpAttackAnims.Desc,"If enabled, the speed of melee attack animations will be automatically increased to match the pawn's melee speed.
If false, the attack animation speed will never change however the animation may be interrupted by the next attack animation starting before the last one ended.
This is a purely visual change and does not affect combat.",AM.AMSettings.Settings.SpeedUpAttackAnims.Desc,Keys.xml,keyed,"If enabled, the speed of melee attack animations will be automatically increased to match the (PH_3)'s melee speed.(PH_2)If false, the attack animation speed will never change however the animation may be interrupted by the next attack animation starting before the last one ended.(PH_1)This is a purely visual change and does not affect combat.","如果启用，近战攻击动画的速度将自动增加以匹配 pawn 的近战速度。
如果为 false，攻击动画速度将永远不会改变，但动画可能会被上一个攻击动画结束之前开始的下一个攻击动画打断。
这纯粹是视觉变化，不会影响战斗。"
AM.AMSettings.Settings.FlavourMTB,Idle Animation Average Interval,AM.AMSettings.Settings.FlavourMTB,Keys.xml,keyed,Idle Animation Average Interval,空闲动画 平均 间隔
AM.AMSettings.Settings.FlavourMTB.Desc,"Pawns standing with their weapon out (such as when drafted) will sometimes play an animation where they swing their weapon about, flourish it etc.
This option controls the average time, in seconds, between the occurrence of this animation.
Set to 0 to disable the animations entirely.",AM.AMSettings.Settings.FlavourMTB.Desc,Keys.xml,keyed,"Pawns standing with their weapon out (such as when drafted) will sometimes play an animation where they swing their weapon about, flourish it etc.(PH_2)This option controls the average time, in seconds, between the occurrence of this animation.(PH_1)Set to 0 to disable the animations entirely.","拿着武器站立的 Pawn（例如起草时）有时会播放挥舞武器、挥舞武器等的动画。
此选项控制此动画发生之间的平均时间（以秒为单位）。
设置为 0 以完全禁用动画。"
AM.AMSettings.Settings.AttackPauseDuration,Attack Pause Duration,AM.AMSettings.Settings.AttackPauseDuration,Keys.xml,keyed,Attack Pause Duration,攻击暂停时间
