key,text,tag,file,type,protected_text,translated
critShutdownDesc,"Shuts down the core, leaving it powered but cold, for refueling and repairs.",critShutdownDesc,Rimatomics.xml,keyed,"Shuts down the core, leaving it powered but cold, for refueling and repairs.",关闭核心，使其保持供电但处于冷态，以进行加油和维修。
critManageReactor,Manage Reactor,critManageReactor,Rimatomics.xml,keyed,Manage Reactor,管理反应堆
critreactorcritical,Reactor critical,critreactorcritical,Rimatomics.xml,keyed,Reactor critical,反应堆临界
critreactorleaking,Reactor leaking,critreactorleaking,Rimatomics.xml,keyed,Reactor leaking,反应堆泄漏
critreactionstable,Reactor stable,critreactionstable,Rimatomics.xml,keyed,Reactor stable,反应堆稳定
critStorageCapacity,Storage Capacity: {0} / {1},critStorageCapacity,Rimatomics.xml,keyed,Storage Capacity: (PH_2) / (PH_1),存储容量：{0} / {1}
critGenerated,Generated: {0} W,critGenerated,Rimatomics.xml,keyed,Generated: (PH_1) W,生成：{0} W
critConsumed,Consumed: {0} W,critConsumed,Rimatomics.xml,keyed,Consumed: (PH_1) W,消耗：{0} W
critPnetPct,Powernet Load: {0},critPnetPct,Rimatomics.xml,keyed,Powernet Load: (PH_1),电网负载：{0}
critPowerGeneration,Power Generation: {0} W,critPowerGeneration,Rimatomics.xml,keyed,Power Generation: (PH_1) W,发电量：{0} W
critValveOpen,Valve: Open,critValveOpen,Rimatomics.xml,keyed,Valve: Open,阀门：打开
critValveClosed,Valve: Closed,critValveClosed,Rimatomics.xml,keyed,Valve: Closed,阀门：关闭
critOpenValve,Open Valve,critOpenValve,Rimatomics.xml,keyed,Open Valve,打开阀门
critCloseValve,Close Valve,critCloseValve,Rimatomics.xml,keyed,Close Valve,关闭阀门
critToggleValve,Operate the valve,critToggleValve,Rimatomics.xml,keyed,Operate the valve,操作阀门
critTempBoost,Temp Boost,critTempBoost,Rimatomics.xml,keyed,Temp Boost,温度提升
critTemp,Temp,critTemp,Rimatomics.xml,keyed,Temp,温度
critCooling,Cooling,critCooling,Rimatomics.xml,keyed,Cooling,冷却
critTurbine,Turbine,critTurbine,Rimatomics.xml,keyed,Turbine,涡轮
critControlRod,Control Rods,critControlRod,Rimatomics.xml,keyed,Control Rods,控制棒
critTargetRod,Control Rods To,critTargetRod,Rimatomics.xml,keyed,Control Rods To,控制棒至
critFuelRemaining2,Fuel Remaining: {0},critFuelRemaining2,Rimatomics.xml,keyed,Fuel Remaining: (PH_1),剩余燃料：{0}
RimatomEmpty,Empty,RimatomEmpty,Rimatomics.xml,keyed,Empty,空的
RimatomActivated,Activated,RimatomActivated,Rimatomics.xml,keyed,Activated,活性
RimatomCracked,Cracked,RimatomCracked,Rimatomics.xml,keyed,Cracked,破裂
RimatomSpent,Spent,RimatomSpent,Rimatomics.xml,keyed,Spent,花费
RimatomNew,New,RimatomNew,Rimatomics.xml,keyed,New,新的
RimatomRemove,Remove,RimatomRemove,Rimatomics.xml,keyed,Remove,消除
RimatomStore,Store,RimatomStore,Rimatomics.xml,keyed,Store,店铺
RimatomLife,Life,RimatomLife,Rimatomics.xml,keyed,Life,生活
UnsafeFacility,Unsafe Facility,UnsafeFacility,Rimatomics.xml,keyed,Unsafe Facility,不安全设施
FacilityNoPower,No Power,FacilityNoPower,Rimatomics.xml,keyed,No Power,没有电源
NoActiveBenchWithProject,No active bench with required project,NoActiveBenchWithProject,Rimatomics.xml,keyed,No active bench with required project,没有所需项目的活动工作台
NoStandableCell,No adjacent standable cell,NoStandableCell,Rimatomics.xml,keyed,No adjacent standable cell,没有相邻的独立电池
critPlaceOnCore,Must be placed on a molten core of correct type,critPlaceOnCore,Rimatomics.xml,keyed,Must be placed on a molten core of correct type,必须放置在正确类型的熔芯上
NeedsRiver,"Needs to be placed next to a river, lake or ocean",NeedsRiver,Rimatomics.xml,keyed,"Needs to be placed next to a river, lake or ocean",需要放置在河流、湖泊或海洋旁边
critMoreWater,Requires a larger body of water,critMoreWater,Rimatomics.xml,keyed,Requires a larger body of water,需要更大的水体
critActiveCore,Core is still active,critActiveCore,Rimatomics.xml,keyed,Core is still active,核心仍然活跃
critCrackedcore,Core is cracked,critCrackedcore,Rimatomics.xml,keyed,Core is cracked,核心有裂纹
critNoSlotDes,No designated slots,critNoSlotDes,Rimatomics.xml,keyed,No designated slots,无指定槽位
critnoFuelRods,No Fuel Assembly Available,critnoFuelRods,Rimatomics.xml,keyed,No Fuel Assembly Available,没有可用的燃料组件
critNoSpace,No Space,critNoSpace,Rimatomics.xml,keyed,No Space,没有空间
critSpentOnly,"Set for spent fuel only, none available",critSpentOnly,Rimatomics.xml,keyed,"Set for spent fuel only, none available",仅针对乏燃料设置，无可用
critNoPool,No storage pool available,critNoPool,Rimatomics.xml,keyed,No storage pool available,没有可用的存储池
critCoreIntegrityDesc,The integrity of this core is so low that it may crack.,critCoreIntegrityDesc,Rimatomics.xml,keyed,The integrity of this core is so low that it may crack.,该核心的完整性如此之低，以至于可能会破裂。
TradeShipPrice,Send trade ship ({0} silver),TradeShipPrice,Rimatomics.xml,keyed,Send trade ship ((PH_1) silver),发送贸易船（{0}银）
TradeShipPriceNeed,Need {0} silver to send trade ship,TradeShipPriceNeed,Rimatomics.xml,keyed,Need (PH_1) silver to send trade ship,需要 {0} 白银来发送贸易船
TradeShipCooldown,Trade Ship Cooldown: {0},TradeShipCooldown,Rimatomics.xml,keyed,Trade Ship Cooldown: (PH_1),贸易船冷却时间：{0}
TradeShipArrival,Trade Ship Arrival: {0},TradeShipArrival,Rimatomics.xml,keyed,Trade Ship Arrival: (PH_1),贸易船抵达：{0}
TradeShipReq,A Rimatomics trade ship has been dispatched to your planet.\n\nIt will take 2 days to arrive.,TradeShipReq,Rimatomics.xml,keyed,A Rimatomics trade ship has been dispatched to your planet.(PH_2)(PH_1)It will take 2 days to arrive.,"一艘 Rimatomics 贸易船已被派往您的星球。

需要 2 天才能到达。"
LowerPowerLimit,Lower Power Limit,LowerPowerLimit,Rimatomics.xml,keyed,Lower Power Limit,功率下限
RaisePowerLimit,Raise Power Limit,RaisePowerLimit,Rimatomics.xml,keyed,Raise Power Limit,提高功率限制
PowerLimitDesc,"Change the power limit for this transformer, used for changing power distribution over multiple power nets\n\nHold Shift for finer control",PowerLimitDesc,Rimatomics.xml,keyed,"Change the power limit for this transformer, used for changing power distribution over multiple power nets(PH_2)(PH_1)Hold Shift for finer control","更改此变压器的功率限制，用于更改多个电网的功率分配

按住 Shift 进行更精细的控制"
TrannyLimit,Power Limit: {0}kW,TrannyLimit,Rimatomics.xml,keyed,Power Limit: (PH_1)kW,功率限制：{0}kW
TurbinePower,Turbine Power: {0}kW,TurbinePower,Rimatomics.xml,keyed,Turbine Power: (PH_1)kW,涡轮功率：{0}kW
BlueprintUpgradeDesc,"This is a blueprint upgrade, new constructions will have this upgrade built in as standard, existing buildings will need to be manually upgraded using the crafted module",BlueprintUpgradeDesc,Rimatomics.xml,keyed,"This is a blueprint upgrade, new constructions will have this upgrade built in as standard, existing buildings will need to be manually upgraded using the crafted module",这是一个蓝图升级，新建筑将作为标准内置此升级，现有建筑将需要使用精心制作的模块进行手动升级
RimatomFree,Free,RimatomFree,Rimatomics.xml,keyed,Free,自由的
RimatomPurchase,Purchase,RimatomPurchase,Rimatomics.xml,keyed,Purchase,购买
RimatomPrice,Price,RimatomPrice,Rimatomics.xml,keyed,Price,价格
RimatomUnlocks,Unlocks,RimatomUnlocks,Rimatomics.xml,keyed,Unlocks,解锁
openResearchPanel,Open Research Panel,openResearchPanel,Rimatomics.xml,keyed,Open Research Panel,开放研究小组
ResearchProg,{0}/{1},ResearchProg,Rimatomics.xml,keyed,(PH_2)/(PH_1),{0}/{1}
ResearchPriceNeed,Requires {0} Silver near a trade beacon,ResearchPriceNeed,Rimatomics.xml,keyed,Requires (PH_1) Silver near a trade beacon,需要贸易信标附近的 {0} 白银
RimUnlocked,Probe detected.,RimUnlocked,Rimatomics.xml,keyed,Probe detected.,检测到探针。
RimatomicsResearchAlert,Rimatomics Research,RimatomicsResearchAlert,Rimatomics.xml,keyed,Rimatomics Research,Rimatomics研究
RimatomicResearchAlertMess,Project: {0}\nStep: {1}\nTask: {2},RimatomicResearchAlertMess,Rimatomics.xml,keyed,Project: (PH_5)(PH_4)Step: (PH_3)(PH_2)Task: (PH_1),"项目：{0}
步骤：{1}
任务：{2}"
thingsUnlocked,Unlocked -,thingsUnlocked,Rimatomics.xml,keyed,Unlocked -,解锁 -
RimatomStepComplete,Step Completed,RimatomStepComplete,Rimatomics.xml,keyed,Step Completed,步骤已完成
RequiresFac,Requires:,RequiresFac,Rimatomics.xml,keyed,Requires:,要求：
StepInspect,Step: {0},StepInspect,Rimatomics.xml,keyed,Step: (PH_1),步骤：{0}
ResearchComplete,Research Complete,ResearchComplete,Rimatomics.xml,keyed,Research Complete,研究完成
StillTestingDef,Still testing prototype,StillTestingDef,Rimatomics.xml,keyed,Still testing prototype,仍在测试原型
TabResearch,Research,TabResearch,Rimatomics.xml,keyed,Research,研究
CurProj,Project: {0},CurProj,Rimatomics.xml,keyed,Project: (PH_1),项目：{0}
CurStep,Step: {0},CurStep,Rimatomics.xml,keyed,Step: (PH_1),步骤：{0}
Rimatomics.MissingFacility,Missing Facility,Rimatomics.MissingFacility,Rimatomics.xml,keyed,Missing Facility,缺少设施
DesignatorRemoveRimatomicsPipes,Deconstruct Pipes,DesignatorRemoveRimatomicsPipes,Rimatomics.xml,keyed,Deconstruct Pipes,解构管道
DesignatorRemoveRimatomicsPipesDesc,Designate pipes for deconstruction,DesignatorRemoveRimatomicsPipesDesc,Rimatomics.xml,keyed,Designate pipes for deconstruction,指定解构管道
Alert_ResearchFacility,Research Facility Missing,Alert_ResearchFacility,Rimatomics.xml,keyed,Research Facility Missing,研究设施失踪
RequiresFacility,{0} required for current step,RequiresFacility,Rimatomics.xml,keyed,(PH_1) required for current step,当前步骤需要 {0}
DesignatorRemoveColdWater,Remove Cold Water,DesignatorRemoveColdWater,Rimatomics.xml,keyed,Remove Cold Water,除去冷水
DesignatorRemoveColdWaterDesc,Remove Cold water pipes,DesignatorRemoveColdWaterDesc,Rimatomics.xml,keyed,Remove Cold water pipes,拆除冷水管
DesignatorRemoveCooling,Remove Cooling,DesignatorRemoveCooling,Rimatomics.xml,keyed,Remove Cooling,移除冷却
DesignatorRemoveCoolingDesc,Remove Cooling pipes,DesignatorRemoveCoolingDesc,Rimatomics.xml,keyed,Remove Cooling pipes,拆下冷却管
DesignatorRemoveHighVoltage,Remove High Voltage,DesignatorRemoveHighVoltage,Rimatomics.xml,keyed,Remove High Voltage,消除高电压
DesignatorRemoveHighVoltageDesc,Remove High Voltage lines,DesignatorRemoveHighVoltageDesc,Rimatomics.xml,keyed,Remove High Voltage lines,拆除高压线
DesignatorRemoveLoom,Remove Loom,DesignatorRemoveLoom,Rimatomics.xml,keyed,Remove Loom,移除织机
DesignatorRemoveLoomDesc,Remove Wiring Loom,DesignatorRemoveLoomDesc,Rimatomics.xml,keyed,Remove Wiring Loom,拆除接线器
DesignatorRemoveSteam,Remove Steam,DesignatorRemoveSteam,Rimatomics.xml,keyed,Remove Steam,去除蒸汽
DesignatorRemoveSteamDesc,Remove Steam pipes,DesignatorRemoveSteamDesc,Rimatomics.xml,keyed,Remove Steam pipes,拆除蒸汽管
coreUpgradeFail,Can't upgrade while core is active,coreUpgradeFail,Rimatomics.xml,keyed,Can't upgrade while core is active,核心处于活动状态时无法升级
powerUpgradeFail,Building must be powered down before upgrading,powerUpgradeFail,Rimatomics.xml,keyed,Building must be powered down before upgrading,升级前必须关闭建筑物电源
RimatomicResearchCompleteDialog,{0} - complete\n\n{1},RimatomicResearchCompleteDialog,Rimatomics.xml,keyed,(PH_4) - complete(PH_3)(PH_2)(PH_1),"{0} - 完成

{1}"
rimatomicsProto,Prototype,rimatomicsProto,Rimatomics.xml,keyed,Prototype,原型
StartProject,Start Project,StartProject,Rimatomics.xml,keyed,Start Project,启动项目
ProjectInitiated,Project initiated,ProjectInitiated,Rimatomics.xml,keyed,Project initiated,项目启动
StopProject,Stop Project,StopProject,Rimatomics.xml,keyed,Stop Project,停止项目
ProjectTerminated,Project terminated,ProjectTerminated,Rimatomics.xml,keyed,Project terminated,项目终止
NoBenchAvailable,No Rimatomics research bench available,NoBenchAvailable,Rimatomics.xml,keyed,No Rimatomics research bench available,没有可用的 Rimatomics 研究台
ResearchPurchased,Research Purchased!,ResearchPurchased,Rimatomics.xml,keyed,Research Purchased!,研究已购买！
CoreBlast.label,CoreBlast,label,DamageDef/DamageDef.xml,def,CoreBlast,核心爆炸
CoreBlast.deathMessage,{0} has died in an explosion.,deathMessage,DamageDef/DamageDef.xml,def,(PH_1) has died in an explosion.,{0} 在爆炸中死亡。
ArcDischarge.label,Arc Discharge,label,DamageDef/DamageDef.xml,def,Arc Discharge,电弧放电
LaserDischarge.label,Laser Discharge,label,DamageDef/DamageDef.xml,def,Laser Discharge,激光放电
Rimatomics.label,Rimatomics,label,DesignationCategoryDef/DesignationCategoryDef.xml,def,Rimatomics,瑞马托组学
Rimatomics.description,All Rimatomics buildings,description,DesignationCategoryDef/DesignationCategoryDef.xml,def,All Rimatomics buildings,所有 Rimatomics 建筑
PotassiumIodide.label,Potassium iodide,label,ThingDef/ThingDef.xml,def,Potassium iodide,碘化钾
PotassiumIodide.description,Tablets of potassium iodide are supplied for emergency purposes related to blockade of radioiodine uptake.,description,ThingDef/ThingDef.xml,def,Tablets of potassium iodide are supplied for emergency purposes related to blockade of radioiodine uptake.,碘化钾片剂用于与阻断放射性碘吸收相关的紧急用途。
RadioactiveFallout.label,meltdown fallout,label,GameConditionDef/GameConditionDef.xml,def,meltdown fallout,崩溃的后果
RadioactiveFallout.description,A plume of radioactive smoke and ash from a reactor meltdown has been ejected into the air and will settle in the surrounding area.,description,GameConditionDef/GameConditionDef.xml,def,A plume of radioactive smoke and ash from a reactor meltdown has been ejected into the air and will settle in the surrounding area.,反应堆熔毁产生的放射性烟雾和灰烬被喷射到空气中，并将沉积在周围地区。
RadioactiveFallout.endMessage,The worst of the radioactive dust has been washed away.,endMessage,GameConditionDef/GameConditionDef.xml,def,The worst of the radioactive dust has been washed away.,最严重的放射性尘埃已被冲走。
NuclearFallout.label,nuclear blast fallout,label,GameConditionDef/GameConditionDef.xml,def,nuclear blast fallout,核爆炸余波
NuclearFallout.description,A plume of radioactive smoke and ash from a nuclear blast has been ejected into the air and will settle in the surrounding area.,description,GameConditionDef/GameConditionDef.xml,def,A plume of radioactive smoke and ash from a nuclear blast has been ejected into the air and will settle in the surrounding area.,核爆炸产生的放射性烟雾和灰烬被喷射到空气中，并将沉积在周围地区。
NuclearFallout.endMessage,The worst of the radioactive dust has been washed away.,endMessage,GameConditionDef/GameConditionDef.xml,def,The worst of the radioactive dust has been washed away.,最严重的放射性尘埃已被冲走。
FlashBlindness.label,Flash blindness,label,HediffDef/HediffDef.xml,def,Flash blindness,闪光失明
FlashBlindness.description,Flash blindness,description,HediffDef/HediffDef.xml,def,Flash blindness,闪光失明
FlashBlindness.labelNoun,Flash blindness,labelNoun,HediffDef/HediffDef.xml,def,Flash blindness,闪光失明
RectalCoring.label,rectal core,label,HediffDef/HediffDef.xml,def,rectal core,直肠核心
RectalCoring.description,rectal core,description,HediffDef/HediffDef.xml,def,rectal core,直肠核心
RectalCoring.stages.0.label,extreme,label,HediffDef/HediffDef.xml,def,extreme,极端
Exsanguination.label,exsanguination,label,HediffDef/HediffDef.xml,def,exsanguination,放血
Exsanguination.description,exsanguination,description,HediffDef/HediffDef.xml,def,exsanguination,放血
Exsanguination.stages.0.label,extreme,label,HediffDef/HediffDef.xml,def,extreme,极端
FatalRad.label,Fatal Radiation Exposure,label,HediffDef/HediffDef.xml,def,Fatal Radiation Exposure,致命的辐射暴露
FatalRad.description,Fatal Radiation Exposure,description,HediffDef/HediffDef.xml,def,Fatal Radiation Exposure,致命的辐射暴露
FatalRad.stages.0.label,initial,label,HediffDef/HediffDef.xml,def,initial,最初的
FatalRad.stages.1.label,advanced,label,HediffDef/HediffDef.xml,def,advanced,先进的
FatalRad.stages.2.label,near death,label,HediffDef/HediffDef.xml,def,near death,濒临死亡
FatalRad.stages.3.label,dead,label,HediffDef/HediffDef.xml,def,dead,死的
RimatomicsRadiation.description,radiation sickness,description,HediffDef/HediffDef.xml,def,radiation sickness,放射病
RimatomicsRadiation.label,radiation sickness,label,HediffDef/HediffDef.xml,def,radiation sickness,放射病
RimatomicsRadiation.stages.0.label,initial-hidden,label,HediffDef/HediffDef.xml,def,initial-hidden,初始隐藏
RimatomicsRadiation.stages.1.label,initial,label,HediffDef/HediffDef.xml,def,initial,最初的
RimatomicsRadiation.stages.2.label,minor,label,HediffDef/HediffDef.xml,def,minor,次要的
RimatomicsRadiation.stages.3.label,moderate,label,HediffDef/HediffDef.xml,def,moderate,缓和
RimatomicsRadiation.stages.4.label,serious,label,HediffDef/HediffDef.xml,def,serious,严肃的
RimatomicsRadiation.stages.5.label,extreme,label,HediffDef/HediffDef.xml,def,extreme,极端
RadiationIncurable.description,radiation buildup,description,HediffDef/HediffDef.xml,def,radiation buildup,辐射累积
RadiationIncurable.label,radiation buildup,label,HediffDef/HediffDef.xml,def,radiation buildup,辐射累积
RadiationIncurable.stages.0.label,initial-hidden,label,HediffDef/HediffDef.xml,def,initial-hidden,初始隐藏
RadiationIncurable.stages.1.label,initial,label,HediffDef/HediffDef.xml,def,initial,最初的
RadiationIncurable.stages.2.label,minor,label,HediffDef/HediffDef.xml,def,minor,次要的
RadiationIncurable.stages.3.label,moderate,label,HediffDef/HediffDef.xml,def,moderate,缓和
RadiationIncurable.stages.4.label,serious,label,HediffDef/HediffDef.xml,def,serious,严肃的
RadiationIncurable.stages.5.label,extreme,label,HediffDef/HediffDef.xml,def,extreme,极端
RadiationMechanoid.description,Radiation damage,description,HediffDef/HediffDef.xml,def,Radiation damage,辐射损伤
RadiationMechanoid.label,radiation damage,label,HediffDef/HediffDef.xml,def,radiation damage,辐射损伤
RadiationMechanoid.stages.0.label,initial-hidden,label,HediffDef/HediffDef.xml,def,initial-hidden,初始隐藏
RadiationMechanoid.stages.1.label,initial,label,HediffDef/HediffDef.xml,def,initial,最初的
RadiationMechanoid.stages.2.label,minor,label,HediffDef/HediffDef.xml,def,minor,次要的
RadiationMechanoid.stages.3.label,moderate,label,HediffDef/HediffDef.xml,def,moderate,缓和
RadiationMechanoid.stages.4.label,serious,label,HediffDef/HediffDef.xml,def,serious,严肃的
RadiationMechanoid.stages.5.label,extreme,label,HediffDef/HediffDef.xml,def,extreme,极端
RimatomicsResearch.reportString,Researching at TargetA.,reportString,JobDef/JobDef.xml,def,Researching at TargetA.,在 TargetA 进行研究。
SuperviseConstruction.reportString,Constructing TargetA.,reportString,JobDef/JobDef.xml,def,Constructing TargetA.,构建目标A.
SuperviseResearch.reportString,Researching at TargetA.,reportString,JobDef/JobDef.xml,def,Researching at TargetA.,在 TargetA 进行研究。
UpgradeBuilding.reportString,Upgrading TargetA.,reportString,JobDef/JobDef.xml,def,Upgrading TargetA.,升级目标A.
FleeADS.reportString,Fleeing TargetA.,reportString,JobDef/JobDef.xml,def,Fleeing TargetA.,逃离目标A.
LoadRailgunMagazine.reportString,Loading railgun magazine.,reportString,JobDef/JobDef.xml,def,Loading railgun magazine.,正在装载轨道炮弹匣。
LoadSilo.reportString,Loading Silo.,reportString,JobDef/JobDef.xml,def,Loading Silo.,装载筒仓。
UseReactorConsole.reportString,Using reactor console.,reportString,JobDef/JobDef.xml,def,Using reactor console.,使用反应堆控制台。
HaulModuletoCore.reportString,Hauling TargetB to TargetA.,reportString,JobDef/JobDef.xml,def,Hauling TargetB to TargetA.,将 TargetB 拖至 TargetA。
RemoveFuelModule.reportString,removing fuel rods from TargetA.,reportString,JobDef/JobDef.xml,def,removing fuel rods from TargetA.,从 TargetA 上移除燃料棒。
LoadSpentFuel.reportString,hauling TargetB to TargetA.,reportString,JobDef/JobDef.xml,def,hauling TargetB to TargetA.,将 TargetB 拖至 TargetA。
UnloadPlutonium.reportString,removing plutonium from TargetA.,reportString,JobDef/JobDef.xml,def,removing plutonium from TargetA.,从 TargetA 中去除钚。
RimatomicsTraderCooldown.label,Rimatomics Trader Cooldown,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,Rimatomics Trader Cooldown,Rimatomics 交易者冷却
RimatomicsTraderCooldown.options.0.label,Cheat,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,Cheat,欺骗
RimatomicsTraderCooldown.options.1.label,2 days,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,2 days,2天
RimatomicsTraderCooldown.options.2.label,5 days,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,5 days,5天
RimatomicsTraderCooldown.options.3.label,10 days,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,10 days,10天
RimatomicsTraderCooldown.options.4.label,15 days,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,15 days,15天
RimatomicsTraderCooldown.options.5.label,20 days,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,20 days,20天
RimatomicsTraderCooldown.options.6.label,25 days,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,25 days,25天
RimatomicsTraderCooldown.options.7.label,30 days,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,30 days,30天
RadiationStrength.label,Radiation Strength,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,Radiation Strength,辐射强度
RadiationStrength.options.0.label,Cheat,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,Cheat,欺骗
RadiationStrength.options.1.label,25%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,25%,25%
RadiationStrength.options.2.label,50%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,50%,50%
RadiationStrength.options.3.label,75%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,75%,75%
RadiationStrength.options.4.label,100%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,100%,100%
RadiationStrength.options.5.label,125%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,125%,125%
RadiationStrength.options.6.label,150%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,150%,150%
RadiationStrength.options.7.label,200%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,200%,200%
RadiationStrength.options.8.label,300%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,300%,300%
RadiationStrength.options.9.label,500%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,500%,500%
RadiationStrength.options.10.label,700%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,700%,700%
RadiationStrength.options.11.label,1000%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,1000%,1000%
FuelBurnRate.label,Fuel Burn Rate,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,Fuel Burn Rate,燃油燃烧率
FuelBurnRate.options.0.label,Cheat,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,Cheat,欺骗
FuelBurnRate.options.1.label,25%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,25%,25%
FuelBurnRate.options.2.label,50%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,50%,50%
FuelBurnRate.options.3.label,75%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,75%,75%
FuelBurnRate.options.4.label,100%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,100%,100%
FuelBurnRate.options.5.label,125%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,125%,125%
FuelBurnRate.options.6.label,150%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,150%,150%
FuelBurnRate.options.7.label,200%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,200%,200%
FuelBurnRate.options.8.label,300%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,300%,300%
FuelBurnRate.options.9.label,500%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,500%,500%
FuelBurnRate.options.10.label,700%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,700%,700%
FuelBurnRate.options.11.label,1000%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,1000%,1000%
PulseSizeScaling.label,Pulse Size Scaling,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,Pulse Size Scaling,脉冲大小缩放
PulseSizeScaling.options.0.label,Cheat,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,Cheat,欺骗
PulseSizeScaling.options.1.label,25%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,25%,25%
PulseSizeScaling.options.2.label,50%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,50%,50%
PulseSizeScaling.options.3.label,75%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,75%,75%
PulseSizeScaling.options.4.label,100%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,100%,100%
PulseSizeScaling.options.5.label,125%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,125%,125%
PulseSizeScaling.options.6.label,150%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,150%,150%
PulseSizeScaling.options.7.label,200%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,200%,200%
PulseSizeScaling.options.8.label,300%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,300%,300%
PulseSizeScaling.options.9.label,500%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,500%,500%
PulseSizeScaling.options.10.label,700%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,700%,700%
PulseSizeScaling.options.11.label,1000%,label,Rimatomics.DubsModOptions/Rimatomics.DubsModOptions.xml,def,1000%,1000%
SmeltBlades.label,smelt turbine blades,label,RecipeDef/RecipeDef.xml,def,smelt turbine blades,冶炼涡轮叶片
SmeltBlades.description,Use heat and strong electromagnets to break turbine blades into useful resources.,description,RecipeDef/RecipeDef.xml,def,Use heat and strong electromagnets to break turbine blades into useful resources.,使用热量和强电磁体将涡轮叶片分解成有用的资源。
SmeltBlades.jobString,Smelting turbine blade.,jobString,RecipeDef/RecipeDef.xml,def,Smelting turbine blade.,冶炼涡轮叶片。
MakeMoxFuelRods.label,Make MOX fuel rods,label,RecipeDef/RecipeDef.xml,def,Make MOX fuel rods,制作 MOX 燃料棒
MakeMoxFuelRods.description,Construct MOX fuel rods.,description,RecipeDef/RecipeDef.xml,def,Construct MOX fuel rods.,建造 MOX 燃料棒。
MakeMoxFuelRods.jobString,Making MOX fuel rods.,jobString,RecipeDef/RecipeDef.xml,def,Making MOX fuel rods.,制造 MOX 燃料棒。
DismantleWarhead.label,Dismantle warhead,label,RecipeDef/RecipeDef.xml,def,Dismantle warhead,拆除弹头
DismantleWarhead.description,Salvaging useful materials from a warhead,description,RecipeDef/RecipeDef.xml,def,Salvaging useful materials from a warhead,从弹头中回收有用的材料
DismantleWarhead.jobString,Dismantling warhead.,jobString,RecipeDef/RecipeDef.xml,def,Dismantling warhead.,拆除弹头。
RimatomicsActivate.label,Rimatomics,label,ResearchProjectDef/ResearchProjectDef.xml,def,Rimatomics,瑞马托组学
